country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",7/8/2024 11:00,16.5150833,80.5181667,NH3,2,4,3
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",7/8/2024 11:00,16.5150833,80.5181667,SO2,21,24,22
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",7/8/2024 11:00,14.675886,77.593027,PM10,58,92,71
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",7/8/2024 11:00,13.20488,79.097889,NO2,7,9,9
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",7/8/2024 11:00,14.465052,78.824187,PM10,NA,NA,NA
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",7/8/2024 11:00,14.465052,78.824187,NH3,NA,NA,NA
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",7/8/2024 11:00,16.9872867,81.7363176,SO2,11,12,12
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",7/8/2024 11:00,13.67,79.35,NH3,1,2,2
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",7/8/2024 11:00,13.67,79.35,CO,15,40,25
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",7/8/2024 11:00,13.615387,79.40923,CO,16,52,24
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",7/8/2024 11:00,13.615387,79.40923,OZONE,24,34,27
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",7/8/2024 11:00,16.536107,80.594233,SO2,5,6,6
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",7/8/2024 11:00,16.509717,80.612222,NO2,24,45,32
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",7/8/2024 11:00,17.72,83.3,NH3,3,5,3
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",7/8/2024 11:00,27.103358,93.679645,PM10,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",7/8/2024 11:00,26.071318,91.87488,NO2,21,65,36
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",7/8/2024 11:00,26.071318,91.87488,NH3,11,14,13
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",7/8/2024 11:00,26.071318,91.87488,SO2,4,46,24
India,Assam,Guwahati,"IITG, Guwahati - PCBA",7/8/2024 11:00,26.2028636,91.70046436,PM10,9,63,37
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",7/8/2024 11:00,26.1875,91.744194,PM2.5,2,37,22
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",7/8/2024 11:00,26.181742,91.78063,PM10,6,88,34
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",7/8/2024 11:00,26.181742,91.78063,CO,20,54,34
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",7/8/2024 11:00,26.349082,92.68449,PM10,26,55,34
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",7/8/2024 11:00,26.446912,91.439057,NO2,8,23,15
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",7/8/2024 11:00,26.446912,91.439057,NH3,1,2,1
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",7/8/2024 11:00,26.446912,91.439057,CO,18,106,38
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",7/8/2024 11:00,26.446912,91.439057,OZONE,11,18,15
India,Assam,Silchar,"Tarapur, Silchar - PCBA",7/8/2024 11:00,24.82827,92.79525,OZONE,NA,NA,NA
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",7/8/2024 11:00,26.987634,94.636574,PM10,48,56,52
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",7/8/2024 11:00,26.146529,87.454184,SO2,7,16,13
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",7/8/2024 11:00,24.75746,84.366208,SO2,7,14,11
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",7/8/2024 11:00,26.80365,84.51954,SO2,13,24,18
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",7/8/2024 11:00,25.251013,86.989001,PM2.5,NA,NA,NA
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",7/8/2024 11:00,25.251013,86.989001,SO2,4,93,49
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",7/8/2024 11:00,25.251013,86.989001,CO,35,98,43
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",7/8/2024 11:00,25.265194,87.012947,PM2.5,12,287,84
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB (Formerly known as Central Jail)",7/8/2024 11:00,25.56752,83.966379,PM2.5,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",7/8/2024 11:00,25.7808257,84.7446768,PM10,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",7/8/2024 11:00,25.7808257,84.7446768,NH3,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",7/8/2024 11:00,25.7808257,84.7446768,OZONE,1,8,2
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",7/8/2024 11:00,24.7955,84.9994,SO2,8,13,10
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",7/8/2024 11:00,24.792403,84.992416,SO2,5,11,10
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",7/8/2024 11:00,24.762518,84.982348,SO2,7,9,8
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",7/8/2024 11:00,25.560083,87.553265,NH3,2,10,3
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",7/8/2024 11:00,25.560083,87.553265,OZONE,4,4,4
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",7/8/2024 11:00,26.0881305,87.93840336,PM10,2,94,34
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",7/8/2024 11:00,26.0881305,87.93840336,NO2,47,48,47
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",7/8/2024 11:00,26.63086,84.90051,PM2.5,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",7/8/2024 11:00,26.63086,84.90051,SO2,2,76,28
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",7/8/2024 11:00,26.63086,84.90051,OZONE,9,19,14
India,Bihar,Munger,"Town Hall, Munger - BSPCB",7/8/2024 11:00,25.376776,86.471523,PM10,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB",7/8/2024 11:00,25.376776,86.471523,NH3,NA,NA,NA
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",7/8/2024 11:00,26.11442,85.39813,PM2.5,15,70,36
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",7/8/2024 11:00,26.11442,85.39813,CO,10,38,15
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",7/8/2024 11:00,26.11442,85.39813,OZONE,1,190,4
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",7/8/2024 11:00,26.1209,85.3647,SO2,7,14,10
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",7/8/2024 11:00,25.586562,85.043586,NO2,NA,NA,NA
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",7/8/2024 11:00,25.586562,85.043586,CO,NA,NA,NA
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",7/8/2024 11:00,25.592539,85.227158,PM10,39,65,51
India,Bihar,Patna,"Muradpur, Patna - BSPCB",7/8/2024 11:00,25.619651,85.147382,PM10,26,85,64
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",7/8/2024 11:00,25.599486,85.113666,NH3,2,4,3
India,Bihar,Patna,"Samanpura, Patna - BSPCB",7/8/2024 11:00,25.596727,85.085624,OZONE,13,133,55
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",7/8/2024 11:00,25.859655,85.77944,PM10,6,500,87
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",7/8/2024 11:00,25.859655,85.77944,OZONE,8,51,14
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",7/8/2024 11:00,24.952822,84.002396,CO,10,54,22
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",7/8/2024 11:00,26.2271665,84.3570427,PM10,NA,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",7/8/2024 11:00,26.2271665,84.3570427,NO2,2,13,7
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",7/8/2024 11:00,26.2271665,84.3570427,OZONE,1,53,4
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",7/8/2024 11:00,30.735567,76.775714,PM2.5,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",7/8/2024 11:00,30.735567,76.775714,OZONE,12,60,29
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",7/8/2024 11:00,30.751462,76.762879,PM10,22,61,36
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",7/8/2024 11:00,30.719859,76.738637,NO2,9,43,20
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",7/8/2024 11:00,30.719859,76.738637,CO,24,72,38
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",7/8/2024 11:00,21.194815,81.31477,PM2.5,NA,NA,NA
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",7/8/2024 11:00,21.194815,81.31477,NO2,7,8,7
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",7/8/2024 11:00,21.185571,81.343175,PM10,12,30,20
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",7/8/2024 11:00,21.185571,81.343175,NH3,3,4,4
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",7/8/2024 11:00,22.08815,82.13737,SO2,10,13,12
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",7/8/2024 11:00,22.118125,83.140608,PM10,20,39,28
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",7/8/2024 11:00,22.118125,83.140608,NH3,2,2,2
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",7/8/2024 11:00,22.348441,82.549611,SO2,6,8,7
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",7/8/2024 11:00,22.12665,83.483212,PM10,17,44,28
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",7/8/2024 11:00,22.12665,83.483212,SO2,4,7,5
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",7/8/2024 11:00,21.237755,81.705301,NO2,5,8,6
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",7/8/2024 11:00,21.371751,81.664929,PM10,5,18,14
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",7/8/2024 11:00,21.371751,81.664929,OZONE,3,4,4
India,Delhi,Delhi,"Alipur, Delhi - DPCC",7/8/2024 11:00,28.815329,77.15301,PM2.5,5,40,18
India,Delhi,Delhi,"Alipur, Delhi - DPCC",7/8/2024 11:00,28.815329,77.15301,NH3,4,6,5
India,Delhi,Delhi,"Alipur, Delhi - DPCC",7/8/2024 11:00,28.815329,77.15301,CO,8,18,9
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",7/8/2024 11:00,28.647622,77.315809,PM10,64,361,138
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",7/8/2024 11:00,28.695381,77.181665,NO2,22,52,30
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",7/8/2024 11:00,28.695381,77.181665,NH3,7,12,10
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",7/8/2024 11:00,28.5512005,77.2735737,PM2.5,13,49,30
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",7/8/2024 11:00,28.656756,77.227234,NO2,64,89,78
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",7/8/2024 11:00,28.656756,77.227234,CO,19,54,31
India,Delhi,Delhi,"DTU, Delhi - CPCB",7/8/2024 11:00,28.7500499,77.1112615,PM10,14,82,46
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",7/8/2024 11:00,28.498571,77.26484,NH3,6,8,7
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",7/8/2024 11:00,28.5710274,77.0719006,PM2.5,13,52,30
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",7/8/2024 11:00,28.5710274,77.0719006,SO2,6,13,8
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",7/8/2024 11:00,28.5627763,77.1180053,OZONE,NA,NA,NA
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",7/8/2024 11:00,28.6811736,77.3025234,PM10,43,93,62
India,Delhi,Delhi,"ITO, Delhi - CPCB",7/8/2024 11:00,28.628624,77.24106,PM10,2,32,19
India,Delhi,Delhi,"ITO, Delhi - CPCB",7/8/2024 11:00,28.628624,77.24106,SO2,3,20,12
India,Delhi,Delhi,"ITO, Delhi - CPCB",7/8/2024 11:00,28.628624,77.24106,CO,34,76,47
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",7/8/2024 11:00,28.73282,77.170633,PM10,47,452,152
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",7/8/2024 11:00,28.58028,77.233829,PM2.5,2,22,11
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",7/8/2024 11:00,28.58028,77.233829,NO2,22,42,30
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",7/8/2024 11:00,28.58028,77.233829,NH3,6,8,7
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",7/8/2024 11:00,28.611281,77.237738,NH3,6,9,7
India,Delhi,Delhi,"Mundka, Delhi - DPCC",7/8/2024 11:00,28.684678,77.076574,NO2,25,68,42
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",7/8/2024 11:00,28.60909,77.0325413,NH3,7,7,7
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",7/8/2024 11:00,28.570173,76.933762,CO,34,84,42
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",7/8/2024 11:00,28.570173,76.933762,OZONE,1,39,14
India,Delhi,Delhi,"Narela, Delhi - DPCC",7/8/2024 11:00,28.822836,77.101981,PM2.5,5,30,13
India,Delhi,Delhi,"Narela, Delhi - DPCC",7/8/2024 11:00,28.822836,77.101981,PM10,14,65,40
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",7/8/2024 11:00,28.56789,77.250515,CO,56,72,63
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",7/8/2024 11:00,28.56789,77.250515,OZONE,18,89,24
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA",7/8/2024 11:00,28.57834,77.184,CO,16,44,18
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",7/8/2024 11:00,28.6573814,77.1585447,PM2.5,NA,NA,NA
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",7/8/2024 11:00,28.6573814,77.1585447,OZONE,16,132,16
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",7/8/2024 11:00,28.530785,77.271255,PM2.5,5,52,23
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",7/8/2024 11:00,28.623763,77.287209,CO,12,34,16
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",7/8/2024 11:00,28.674045,77.131023,PM2.5,2,63,31
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",7/8/2024 11:00,28.674045,77.131023,SO2,15,103,51
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",7/8/2024 11:00,28.674045,77.131023,CO,22,30,24
India,Delhi,Delhi,"Pusa, Delhi - DPCC",7/8/2024 11:00,28.639652,77.146275,PM2.5,5,23,14
India,Delhi,Delhi,"Rohini, Delhi - DPCC",7/8/2024 11:00,28.732528,77.11992,OZONE,4,27,10
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",7/8/2024 11:00,28.6514781,77.1473105,PM10,41,80,61
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",7/8/2024 11:00,28.6514781,77.1473105,CO,15,50,25
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",7/8/2024 11:00,28.6514781,77.1473105,OZONE,33,82,57
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",7/8/2024 11:00,28.5504249,77.2159377,NO2,31,58,44
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",7/8/2024 11:00,28.5504249,77.2159377,SO2,33,49,45
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",7/8/2024 11:00,28.710508,77.249485,PM10,40,94,71
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",7/8/2024 11:00,28.710508,77.249485,NH3,5,10,7
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",7/8/2024 11:00,28.710508,77.249485,SO2,3,7,5
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",7/8/2024 11:00,28.531346,77.190156,CO,42,67,49
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",7/8/2024 11:00,28.531346,77.190156,OZONE,30,42,36
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",7/8/2024 11:00,28.672342,77.31526,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",7/8/2024 11:00,28.672342,77.31526,NO2,NA,NA,NA
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",7/8/2024 11:00,28.672342,77.31526,CO,NA,NA,NA
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",7/8/2024 11:00,28.699793,77.165453,PM10,39,114,84
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",7/8/2024 11:00,28.699793,77.165453,NO2,19,55,36
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",7/8/2024 11:00,22.977134,72.553024,NO2,27,43,31
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",7/8/2024 11:00,23.002657,72.591912,PM10,57,116,81
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",7/8/2024 11:00,23.020509,72.579261,NH3,6,7,7
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",7/8/2024 11:00,23.020509,72.579261,SO2,22,25,23
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",7/8/2024 11:00,23.016834,72.625775,PM2.5,37,78,55
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",7/8/2024 11:00,23.016834,72.625775,CO,17,28,19
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",7/8/2024 11:00,23.016834,72.625775,OZONE,11,39,18
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",7/8/2024 11:00,23.04307,72.562968,PM2.5,26,76,47
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",7/8/2024 11:00,23.04307,72.562968,PM10,31,97,58
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",7/8/2024 11:00,21.613267,73.010555,NO2,18,26,22
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",7/8/2024 11:00,21.613267,73.010555,NH3,3,3,3
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",7/8/2024 11:00,23.163798,72.677768,PM2.5,18,49,32
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",7/8/2024 11:00,23.163798,72.677768,PM10,27,74,51
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",7/8/2024 11:00,23.163798,72.677768,SO2,7,21,16
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",7/8/2024 11:00,23.163798,72.677768,OZONE,14,35,21
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",7/8/2024 11:00,23.221714,72.654328,NH3,1,1,1
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",7/8/2024 11:00,23.221714,72.654328,SO2,5,6,5
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",7/8/2024 11:00,23.221714,72.654328,CO,16,28,18
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",7/8/2024 11:00,20.362421,72.918013,PM2.5,8,39,23
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",7/8/2024 11:00,22.969611,72.6435,NH3,2,3,3
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",7/8/2024 11:00,30.379589,76.778328,PM10,16,58,37
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",7/8/2024 11:00,28.3419248,77.319699,NO2,10,15,15
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",7/8/2024 11:00,28.3419248,77.319699,SO2,6,54,12
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",7/8/2024 11:00,28.3419248,77.319699,CO,2,110,16
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",7/8/2024 11:00,28.806223,76.141105,SO2,14,105,43
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",7/8/2024 11:00,28.593883,76.270653,PM10,4,29,14
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",7/8/2024 11:00,28.593883,76.270653,CO,6,20,16
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",7/8/2024 11:00,28.2068,76.7997,CO,7,14,11
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",7/8/2024 11:00,28.2068,76.7997,OZONE,10,69,12
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",7/8/2024 11:00,28.39072,77.30059,NO2,NA,NA,NA
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",7/8/2024 11:00,28.39072,77.30059,CO,5,74,26
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",7/8/2024 11:00,28.376058,77.315741,NO2,30,33,31
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",7/8/2024 11:00,28.376058,77.315741,SO2,4,87,5
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",7/8/2024 11:00,28.376058,77.315741,CO,30,47,36
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",7/8/2024 11:00,28.4417,77.3217,NH3,3,3,3
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",7/8/2024 11:00,28.4417,77.3217,SO2,5,5,5
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",7/8/2024 11:00,29.503664,75.467934,NO2,37,38,37
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",7/8/2024 11:00,29.503664,75.467934,NH3,12,14,13
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",7/8/2024 11:00,28.4227,77.0667,SO2,10,12,11
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",7/8/2024 11:00,28.4227,77.0667,OZONE,28,32,30
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",7/8/2024 11:00,28.4275,77.1465,SO2,NA,NA,NA
India,Haryana,Jind,"Police Lines, Jind - HSPCB",7/8/2024 11:00,29.307814,76.337619,PM10,6,26,14
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",7/8/2024 11:00,29.8006,76.4155,PM2.5,15,50,27
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",7/8/2024 11:00,29.6953,77.0027,NO2,7,12,10
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",7/8/2024 11:00,29.966942,76.875879,NO2,15,22,18
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",7/8/2024 11:00,27.9002,76.9938,NO2,NA,NA,NA
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",7/8/2024 11:00,27.9002,76.9938,CO,6,8,7
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",7/8/2024 11:00,27.9002,76.9938,OZONE,26,28,27
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",7/8/2024 11:00,28.360699,76.93609,PM10,5,68,54
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",7/8/2024 11:00,28.060249,76.113115,PM10,27,40,32
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",7/8/2024 11:00,28.1485564,77.3320667,PM10,56,88,70
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",7/8/2024 11:00,28.1485564,77.3320667,SO2,3,27,13
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",7/8/2024 11:00,30.7057778,76.85318056,OZONE,45,61,57
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",7/8/2024 11:00,29.432304,76.972765,NH3,2,3,3
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",7/8/2024 11:00,28.52123,76.37138,CO,2,91,43
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",7/8/2024 11:00,28.52123,76.37138,OZONE,45,55,49
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",7/8/2024 11:00,29.0272,77.0621,PM2.5,11,46,26
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",7/8/2024 11:00,30.1480566,77.2893471,PM2.5,NA,NA,NA
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",7/8/2024 11:00,30.1480566,77.2893471,NH3,NA,NA,NA
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",7/8/2024 11:00,30.943887,76.801991,CO,10,24,18
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",7/8/2024 11:00,30.943887,76.801991,OZONE,14,39,24
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",7/8/2024 11:00,23.80569,86.44268,NO2,NA,NA,NA
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",7/8/2024 11:00,23.707909,86.41467,PM10,NA,NA,NA
India,Jharkhand,Pathardih,"Mohalbani Ghat, Pathardih - DMC",7/8/2024 11:00,23.66988,86.411725,OZONE,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",7/8/2024 11:00,16.172806,75.659694,PM2.5,21,40,39
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",7/8/2024 11:00,16.172806,75.659694,PM10,53,54,54
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",7/8/2024 11:00,15.888653,74.541751,NH3,10,22,16
